# Constructed from biom file
#OTU ID	LIB01-Negative-P01-B4-nc.blast	LIB01-PS-Box01-T01-nc.blast	LIB01-PS-Box01-T02-nc.blast	LIB01-PS-Box01-T03-nc.blast	LIB01-PS-Box01-T04-nc.blast	LIB01-PS-Box01-T05-nc.blast	LIB01-PS-Box01-T06-nc.blast	LIB01-PS-Box01-T07-nc.blast	LIB01-PS-Box01-T08-nc.blast	LIB01-PS-Box01-T09-nc.blast	LIB01-PS-Box01-T10-nc.blast	LIB01-PS-Box01-T11-nc.blast	LIB01-PS-Box01-T12-nc.blast	LIB01-PS-Box02-T01-nc.blast	LIB01-PS-Box02-T02-nc.blast	LIB01-PS-Box02-T03-nc.blast	LIB01-PS-Box02-T04-nc.blast	LIB01-PS-Box02-T05-nc.blast	LIB01-PS-Box02-T06-nc.blast	LIB01-PS-Box02-T07-nc.blast	LIB01-PS-Box02-T08-nc.blast	LIB01-PS-Box02-T09-nc.blast	LIB01-PS-Box02-T10-nc.blast	LIB01-PS-Box02-T11-nc.blast	LIB01-PS-Box02-T12-nc.blast	LIB01-Positive-P01-A4-nc.blast	LIB02-TL01-nc.blast	LIB02-TL02-nc.blast	LIB02-TL03-nc.blast	LIB02-TL04-nc.blast	LIB02-TL05-nc.blast	LIB02-TL06-nc.blast	LIB02-TL07-nc.blast	LIB02-TL08-nc.blast	LIB02-TL09-nc.blast	LIB02-TL10-nc.blast	LIB02-TL11-nc.blast	LIB02-TL12-nc.blast	LIB02-TL13-nc.blast	LIB02-TL14-nc.blast	LIB02-TL15-nc.blast	LIB02-TL16-nc.blast	LIB02-TL17-nc.blast	LIB02-TL18-nc.blast	LIB02-TL20-nc.blast	LIB03-TL21-nc.blast	LIB03-TL23-nc.blast	LIB03-TL24-nc.blast	LIB03-TL25-nc.blast	LIB03-TL26-nc.blast	LIB03-TL27-nc.blast	LIB03-TL28-nc.blast	LIB03-TL29-nc.blast	LIB03-TL30-nc.blast	LIB03-TL31-nc.blast	LIB03-TL32-nc.blast	LIB03-TL33-nc.blast	LIB03-TL34-nc.blast	LIB03-TL35-nc.blast	LIB03-TL36-nc.blast	LIB03-TL38-nc.blast	LIB03-TL39-nc.blast	LIB03-TL40-nc.blast	LIB04-Negative-P02-D2-nc.blast	LIB04-Positive-P02-C2-nc.blast	LIB04-TL41-nc.blast	LIB04-TL42-nc.blast	LIB04-TL43-nc.blast	LIB04-TL44-nc.blast	LIB04-TL45-nc.blast	LIB04-TL46-nc.blast	LIB04-TL47-nc.blast	LIB04-TL49-nc.blast	LIB04-TL50-nc.blast	LIB04-TL51-nc.blast	LIB04-TL52-nc.blast	LIB04-TL53-nc.blast	LIB04-TL54-nc.blast	LIB04-TL55-nc.blast	LIB04-TL56-nc.blast	LIB04-TL57-nc.blast	LIB04-TL58-nc.blast	LIB04-TL59-nc.blast	LIB04-TL60-nc.blast	LIB05-Negative-P02-F4-nc.blast	LIB05-Positive-P02-E4-nc.blast	LIB05-TL19M-nc.blast	LIB05-TL19Q-nc.blast	LIB05-TL22M-nc.blast	LIB05-TL22Q-nc.blast	LIB05-TL37M-nc.blast	LIB05-TL37Q-nc.blast	LIB05-TL48M-nc.blast	LIB05-TL48Q-nc.blast	LIB05-TL61M-nc.blast	LIB05-TL61Q-nc.blast	LIB05-TL62M-nc.blast	LIB05-TL62Q-nc.blast	LIB05-TL63M-nc.blast	LIB05-TL63Q-nc.blast	LIB05-TL64M-nc.blast	LIB05-TL64Q-nc.blast	LIB06-MH-19-01-nc.blast	LIB06-MH-19-02-nc.blast	LIB06-MH-19-03-nc.blast	LIB06-MH-19-05-nc.blast	LIB06-MH-19-06-nc.blast	LIB06-MH-19-07-nc.blast	LIB06-MH-19-08-nc.blast	LIB06-MH-19-09-nc.blast	LIB06-MH-19-12-nc.blast	LIB06-MH-19-13-nc.blast	LIB06-MH-19-14-nc.blast	LIB06-MH-19-15-nc.blast	LIB06-MH-19-16-nc.blast	LIB06-MH-19-17-nc.blast	LIB06-MH-19-18-nc.blast	LIB06-MH-19-19-nc.blast	LIB07-01-07-nc.blast	LIB07-01-08-nc.blast	LIB07-01-09-nc.blast	LIB07-01-10-nc.blast	LIB07-01-11-nc.blast	LIB07-02-10-nc.blast	LIB07-Positive-P03-B4-nc.blast	taxomomy
Anguilla_anguilla	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	488.0	138.0	6570.0	3575.0	0.0	0.0	98.0	103.0	36.0	0.0	38.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	3657.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	1115.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	269.0	159.0	909.0	694.0	689.0	4.0	10.0	0.0	10.0	3.0	11393.0	7483.0	58255.0	31881.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Anguilliformes', 'f__Anguillidae', 'g__Anguilla', 's__Anguilla_anguilla']
Maylandia_zebra	5.0	28.0	0.0	0.0	0.0	56.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	151.0	0.0	0.0	3.0	477.0	3.0	18.0	0.0	21347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13939.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	427.0	4.0	0.0	0.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	8198.0	165.0	0.0	13.0	0.0	6.0	0.0	4.0	0.0	135.0	59.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	111.0	0.0	0.0	0.0	33635.0	['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cichliformes', 'f__Cichlidae', 'g__Maylandia', 's__Maylandia_zebra']
Rhamphochromis_esox	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cichliformes', 'f__Cichlidae', 'g__Rhamphochromis', 's__Rhamphochromis_esox']
Abramis_brama	0.0	9.0	104705.0	0.0	0.0	0.0	0.0	8.0	1145.0	0.0	0.0	1744.0	721.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	26.0	356.0	36.0	294.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	6489.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	10.0	0.0	0.0	0.0	57.0	88.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	243.0	28.0	0.0	5.0	7.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	7207.0	286.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Abramis', 's__Abramis_brama']
Alburnus_alburnus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3017.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	492.0	1016.0	0.0	49.0	0.0	292.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Alburnus', 's__Alburnus_alburnus']
Barbus_barbus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	911.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Barbus', 's__Barbus_barbus']
Blicca_bjoerkna	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Blicca', 's__Blicca_bjoerkna']
Cyprinus_carpio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Cyprinus', 's__Cyprinus_carpio']
Gobio_gobio	0.0	0.0	0.0	0.0	7.0	0.0	23.0	0.0	0.0	40.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	0.0	0.0	59.0	1940.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	753.0	0.0	0.0	0.0	9.0	22.0	0.0	7040.0	0.0	0.0	0.0	0.0	4.0	3153.0	0.0	209.0	0.0	23.0	0.0	8.0	0.0	0.0	231.0	33.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	203.0	72.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Gobio', 's__Gobio_gobio']
Leuciscus_idus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Leuciscus', 's__Leuciscus_idus']
